timestamp,dpid,mfr_desc,hw_desc,sw_desc,serial_num,dp_desc
1746869201.2421813,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869260.2637012,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869286.8482244,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869299.830012,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869309.9451833,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869320.0383906,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869329.6889591,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869339.8844154,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869350.6144447,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869360.673093,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869371.7944865,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869382.6815975,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869392.8946044,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869404.4329596,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869414.777042,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869425.312879,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869435.5176048,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869445.932752,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869455.981552,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869465.9296298,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869475.4868503,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869484.2700267,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869492.5705729,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869507.3648124,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869548.1800084,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869575.6143465,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869595.1293023,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869606.4835076,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869606.4961915,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869615.143364,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869880.196284,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869907.6161485,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869916.9491534,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869925.8344612,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869936.328445,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869947.4588778,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869957.9374778,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869967.690003,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869976.9651544,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869988.3561788,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746869999.3679159,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870010.7981904,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870020.5454621,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870030.8960953,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870041.1817324,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870051.6800792,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870063.0812652,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870072.645382,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870080.8014312,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870089.4227438,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746870103.2523978,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871235.5606325,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871260.4571218,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871270.308134,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871280.0833156,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871290.6933331,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871301.3667843,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871311.2827942,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871729.2764356,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871743.4070725,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871751.968513,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871762.8335803,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871774.956139,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871784.6113722,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871793.5821962,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871803.6556535,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871816.1440046,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871827.2413101,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871836.6327102,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871846.6163464,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871857.9830606,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871870.0950098,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871879.979248,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871889.3811145,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871899.80663,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871909.1843288,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746871918.7336798,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746872231.806346,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746872252.545401,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746872262.5266213,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746872272.9680154,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746872282.7900875,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746872292.8719728,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746872932.1755414,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746872952.7024941,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746872963.0624418,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746885829.176145,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746885856.2254865,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746885874.621161,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746885884.6224124,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746885894.855209,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746885905.312838,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746885915.7901127,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
1746885925.6007717,2,"b'Nicira, Inc.'",b'Open vSwitch',b'2.17.9',b'None',b's2'
